Year,Case Vehicle ID,Vehicle Body Type,Registration Class,Action Prior to Accident,Type / Axles of Truck or Bus,Direction of Travel,Fuel Type,Vehicle Year,State of Registration,Number of Occupants,Engine Cylinders,Vehicle Make,Contributing Factor 1,Contributing Factor 1 Description,Contributing Factor 2,Contributing Factor 2 Description,Event Type,Partial VIN
2016,13364180,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2015,NY,2,4,NISSA,HUMAN,Fell Asleep,HUMAN,Unknown,Not Applicable,KNMAT2MV1FP544486
2016,13364181,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Merging,Not Entered,South,Gas,2007,NY,1,4,HYUND,HUMAN,Alcohol Involvement,HUMAN,Not Applicable,Not Entered,5NPET46C87H227617
2016,13364182,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2009,NY,1,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Entered,1HGCP26379A133398
2016,13364283,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2007,NY,1,4,DODGE,ENVMT,Pavement Slippery,HUMAN,Not Applicable,Not Applicable,1B3HB28B37D582730
2016,13364291,SUBURBAN,PASSENGER OR SUBURBAN,Changing Lanes,Not Entered,West,Gas,2012,NY,1,4,MINI,HUMAN,Unsafe Lane Changing,HUMAN,Not Applicable,Not Applicable,WMWZC3C57CWL81108
2016,13364292,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2013,NY,3,5,VOLKS,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,3VWDP7AJ0DM381569
2016,13364304,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2014,NY,2,6,CHEVR,ENVMT,Pavement Slippery,HUMAN,Not Applicable,Not Applicable,3GCUKREH8EG196335
2016,13364305,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2007,NY,1,4,HONDA,ENVMT,Pavement Slippery,HUMAN,Not Applicable,Not Applicable,1HGCM56387A220086
2016,13364306,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2004,NY,1,6,BUICK,ENVMT,Pavement Slippery,HUMAN,Not Applicable,"Snow Embankment, Collision With Fixed Object",3G5DA03E04S597761
2016,13364307,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2011,NY,4,4,CHEVR,ENVMT,Pavement Slippery,ENVMT,Obstruction/ Debris,Unknown,2CNFLCEC1B6362978
2016,13364313,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Parked,Not Entered,North,Gas,2014,NY,0,4,BMW,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,WBA3B5C51EP543896
2016,13364318,PICKUP TRUCK,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,North,Gas,2008,NY,1,8,TOYOT,HUMAN,Unsafe Speed,HUMAN,Traffic Control Device Disregarded,Not Applicable,5TBBT54138S459332
2016,13364319,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,West,Gas,2006,NY,1,6,HYUND,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5NPEU46F76H086898
2016,13364336,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,1995,NY,2,6,CHEVR,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,1GNDT13W0S2163647
2016,13364337,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2004,NY,1,6,PONTI,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,2G2WP522741119566
2016,13364347,SUBURBAN,PASSENGER OR SUBURBAN,Backing,Not Entered,South,Gas,2008,NY,1,6,DODGE,HUMAN,Backing Unsafely,HUMAN,Not Applicable,Not Applicable,2D8HN54P88R135786
2016,13364348,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Parked,Not Entered,East,Gas,2014,NY,0,4,HYUND,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,KMHDH4AE3EU051354
2016,13364350,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,West,Gas,2015,NY,2,6,AUDI,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,WAUHGAFCXFN010694
2016,13364360,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2008,NY,1,6,HONDA,HUMAN,Passing or Lane Usage Improper,HUMAN,Not Applicable,Not Applicable,5FNYF18578B008620
2016,13364361,4 DOOR SEDAN,SPORTS,Going Straight Ahead,Not Entered,South,Gas,2014,NY,1,4,AUDI,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,WAUFFAFL6EN006344
2016,13364368,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2013,NY,1,4,NISSA,HUMAN,Driver Inattention/Distraction*,HUMAN,Not Applicable,Not Applicable,1N4AL3AP0DC252818
2016,13364369,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,South,Gas,2014,NY,2,4,NISSA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1N4AL3AP0EC429594
2016,13364374,SUBURBAN,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,Southwest,Gas,2004,NY,3,8,LINCO,HUMAN,Failure to Yield Right-of-Way,HUMAN,Not Applicable,Not Applicable,5LMEU88H44ZJ03774
2016,13364482,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2011,NY,2,6,LEXUS,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,JTHBK1EG9B2465185
2016,13364507,SUBURBAN,COMMERCIAL,Backing,Not Entered,West,Gas,2011,NY,1,8,GMC,HUMAN,Backing Unsafely,ENVMT,Obstruction/ Debris,Not Applicable,1GKS2MEF5BR385632
2016,13364508,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2008,NY,1,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1HGCP26848A114320
2016,13364523,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2002,NY,2,4,HONDA,HUMAN,Alcohol Involvement,HUMAN,Unsafe Lane Changing,"Overturned, Non-Collision",JHLRD78802C042266
2016,13364574,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2003,NY,1,6,CHEVR,HUMAN,Traffic Control Device Disregarded,HUMAN,Unknown,Not Applicable,2G1WF52E539372287
2016,13364575,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2013,NY,3,4,NISSA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1N4AL3APXDC269853
2016,13364576,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2013,NY,4,4,FORD,ENVMT,Pavement Slippery,HUMAN,Not Applicable,Not Applicable,3FA6P0H77DR225809
2016,13364577,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2015,NY,2,8,CHEVR,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1GCVKREC1FZ407837
2016,13364578,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2014,NY,2,8,RAM,ENVMT,Pavement Slippery,HUMAN,Unknown,Not Applicable,1C6RR7GT2ES273031
2016,13364596,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2001,NY,1,6,PONTI,HUMAN,Driver Inattention/Distraction*,HUMAN,Unsafe Speed,Not Applicable,1G2WK52J31F262590
2016,13364597,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,East,Gas,2008,NY,1,6,PONTI,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1G2ZH57N684305865
2016,13364605,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,North,Gas,2016,NY,1,4,HYUND,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,5NPDH4AE9GH659400
2016,13364606,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2014,NY,1,4,KIA,HUMAN,Not Applicable,HUMAN,Not Applicable,"Sign Post, Collision With Fixed Object",KNAFX4A80E5200210
2016,13364640,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,1998,NY,1,4,FORD,HUMAN,Not Applicable,HUMAN,Unknown,Not Applicable,1FAFP6533WK251156
2016,13364748,SUBURBAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,North,Gas,2003,NY,1,6,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,2HKRL18933H503410
2016,13364749,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2002,NY,1,6,MERCU,HUMAN,Following Too Closely,HUMAN,Not Applicable,Not Applicable,1MEFM50U62G605020
2016,13364778,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2004,NY,2,4,HYUND,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,KMHCG45CX4U511695
2016,13364779,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,Northwest,Gas,2015,NY,1,4,NISSA,HUMAN,Failure to Yield Right-of-Way,HUMAN,Not Applicable,Not Applicable,3N1CE2CP7FL431551
2016,13364802,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2002,NY,1,8,DODGE,HUMAN,Alcohol Involvement,HUMAN,Not Applicable,Not Applicable,1B4HS58NX2F104468
2016,13364868,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,1996,NY,1,6,CHEVR,ENVMT,Pavement Slippery,HUMAN,Unsafe Speed,"Other Motor Vehicle, Collision With",1G1LV15M1TY126575
2016,13364874,4 DOOR SEDAN,ORGANIZATIONAL,Going Straight Ahead,Not Entered,Northeast,Gas,2005,NY,1,4,SUBAR,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,4S3BL626557222701
2016,13364888,4 DOOR SEDAN,OMNIBUS-SPECIAL (PRIVATE RENTAL),Changing Lanes,Not Entered,East,Gas,2016,NY,1,4,NISSA,HUMAN,Passing or Lane Usage Improper,HUMAN,Not Applicable,Not Applicable,3N1CE2CP5GL367219
2016,13364892,SUBURBAN,OMNIBUS - LIVERY,Going Straight Ahead,Not Entered,West,Gas,2005,NY,1,6,DODGE,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,1D4GP24R25B173807
2016,13364922,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,1990,NY,1,6,CHEVR,HUMAN,Failure to Yield Right-of-Way,HUMAN,Not Applicable,Not Applicable,2G1WN14T3L9268484
2016,13364923,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2003,NY,2,6,PONTI,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1G2HX52K234199306
2016,13364924,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2008,NY,1,4,FORD,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,1FAHP35N08W214179
2016,13364988,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2008,NY,3,6,DODGE,HUMAN,Unsafe Speed,HUMAN,Not Applicable,Not Applicable,1D7HW22K78S598296
2016,13365008,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Avoiding Object in Roadway,Not Entered,East,Gas,2007,NY,1,6,ACURA,HUMAN,Passing or Lane Usage Improper,ENVMT,Animal's Action,Not Applicable,19UUA66277A028247
2016,13365018,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,Southwest,Gas,1998,NY,1,4,HONDA,HUMAN,Unsafe Speed,VEHICLE,Tire Failure/Inadequate,"Tree, Collision With Fixed Object",2HGEJ8549WH566094
2016,13365020,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2007,NY,1,6,ME/BE,HUMAN,Reaction to Other Uninvolved Vehicle,HUMAN,Unsafe Speed,Not Applicable,WDBRF52H67E025776
2016,13365028,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2008,NY,3,6,TOYOT,HUMAN,Following Too Closely,HUMAN,Not Applicable,Not Applicable,JTEBU14R88K033500
2016,13365029,SUBURBAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,North,Gas,2008,NY,3,6,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,JTEDS41A682063416
2016,13365044,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2003,NY,1,4,HONDA,HUMAN,Unsafe Speed,HUMAN,Not Applicable,Not Applicable,1HGCM56613A133473
2016,13365054,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2003,NY,3,6,FORD,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,1FAHP55U93A124182
2016,13365078,SUBURBAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,South,Gas,2014,NY,1,4,FORD,HUMAN,Failure to Yield Right-of-Way,HUMAN,Not Applicable,Not Applicable,1FMCU0GX4EUE45048
2016,13365079,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2006,NY,2,4,NISSA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1N4AL11D66C228942
2016,13365082,SUBURBAN,PASSENGER OR SUBURBAN,Avoiding Object in Roadway,Not Entered,East,Gas,2004,NY,2,6,JEEP,HUMAN,Outside Car Distraction*,HUMAN,Passing or Lane Usage Improper,Not Applicable,1J4GW48S94C385079
2016,13365088,SUBURBAN,PASSENGER OR SUBURBAN,Starting in Traffic,Not Entered,West,Gas,1996,NY,3,6,DODGE,HUMAN,Driver Inattention/Distraction*,HUMAN,Not Applicable,Not Applicable,1B4GP54L2TB324102
2016,13365089,SUBURBAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,West,Gas,2002,NY,1,8,CHEVR,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,3GNEC16Z82G192489
2016,13365096,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2004,NY,1,4,HONDA,HUMAN,Driver Inattention/Distraction*,HUMAN,Unsafe Speed,Not Applicable,1HGCM72694A024584
2016,13365097,SUBURBAN,PASSENGER OR SUBURBAN,Parked,Not Entered,North,Gas,2014,NY,0,4,JEEP,HUMAN,Not Applicable,HUMAN,Not Applicable,"Sign Post, Collision With Fixed Object",1C4NJDEB0ED831180
2016,13365098,SUBURBAN,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,Northwest,Gas,2013,NY,1,6,FORD,HUMAN,Failure to Yield Right-of-Way,HUMAN,Not Applicable,Not Entered,2FMDK3JC8DBB89132
2016,13365099,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2008,NY,1,4,NISSA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Entered,1N4AL21E58N432458
2016,13365100,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2011,NY,1,6,BMW,HUMAN,Passing or Lane Usage Improper,HUMAN,Not Applicable,Not Applicable,WBAPK5C53BA995137
2016,13365101,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Parked,Not Entered,South,Gas,2004,NY,0,6,MAZDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1YVFP84D245N80632
2016,13365155,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2008,NY,1,8,DODGE,HUMAN,Alcohol Involvement,HUMAN,Passing or Lane Usage Improper,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1D7HU18258S534118
2016,13365156,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Backing,Not Entered,North,Gas,2008,NY,1,4,HONDA,HUMAN,Backing Unsafely,HUMAN,Not Applicable,Not Applicable,JHMGD38658S030770
2016,13365158,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2005,NY,1,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,"Building/Wall, Collision With Fixed Object",1HGEM22305L080050
2016,13365159,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Backing,Not Entered,West,Gas,2004,NY,1,6,TOYOT,HUMAN,Backing Unsafely,HUMAN,Not Applicable,Not Applicable,4T1BF30K24U571039
2016,13365160,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2011,NY,1,6,CHEVR,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1GCNCPEX7BZ311032
2016,13365166,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2011,NY,1,6,ACURA,HUMAN,Driver Inexperience*,HUMAN,Reaction to Other Uninvolved Vehicle,Not Applicable,2HNYD2H20BH549439
2016,13365168,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,1999,NY,1,4,SATUR,HUMAN,Passing or Lane Usage Improper,HUMAN,Not Applicable,Not Applicable,1G8ZP1285XZ307935
2016,13365169,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2009,NY,2,6,CHRYS,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,2A8HR54149R571012
2016,13365170,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Backing,Not Entered,East,Gas,2000,NY,1,4,HONDA,HUMAN,Backing Unsafely,HUMAN,Not Applicable,Not Applicable,2HGEJ667XYH591490
2016,13365171,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2007,NY,1,4,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,4T1BE46K57U182545
2016,13365172,SUBURBAN,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,West,Gas,2008,NY,3,6,CHEVR,ENVMT,Pavement Slippery,HUMAN,Not Applicable,Not Applicable,1GNDT13S182113006
2016,13365173,PICKUP TRUCK,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,East,Gas,2008,NY,1,6,GMC,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1GTEC19X78Z256565
2016,13365178,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Starting in Traffic,Not Entered,South,Gas,2009,NY,2,4,NISSA,HUMAN,Driver Inattention/Distraction*,HUMAN,Not Applicable,,1N4AL21E79N505556
2016,13365179,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,South,Gas,2007,NY,2,6,HYUND,HUMAN,Not Applicable,HUMAN,Not Applicable,,5NPEU46F57H261585
2016,13365182,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,Southeast,Gas,2008,NY,1,6,BMW,ENVMT,Animal's Action,HUMAN,Not Applicable,Not Applicable,WBANV13528C150087
2016,13365185,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2014,NY,1,4,FORD,ENVMT,Pavement Slippery,HUMAN,Not Applicable,Not Applicable,1FA6P0H73E5380412
2016,13365214,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2015,NY,1,4,ACURA,HUMAN,Unsafe Speed,HUMAN,Not Applicable,Not Applicable,19UUB1F39FA005348
2016,13365227,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2009,NY,3,4,NISSA,HUMAN,Following Too Closely,HUMAN,Not Applicable,Not Applicable,3N1BC13E29L362363
2016,13365228,PICKUP TRUCK,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,South,Gas,2016,NY,1,6,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5TFDZ5BN4GX001506
2016,13365232,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2009,NY,2,6,BMW,ENVMT,Animal's Action,HUMAN,Not Applicable,,5UXFE43549L275133
2016,13365250,SUBURBAN,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,North,Gas,2008,NY,3,6,CHRYS,ENVMT,Animal's Action,ENVMT,Pavement Slippery,Not Applicable,2A8HR54P98R658164
2016,13365256,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2004,NY,1,4,HONDA,ENVMT,Animal's Action,HUMAN,Not Applicable,Not Applicable,JHLRD68444C019857
2016,13365266,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2004,NY,3,6,FORD,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,1FMZU73K44UB38488
2016,13365271,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2013,NY,2,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5J6RM4H74DL045235
2016,13365272,SUBURBAN,PASSENGER OR SUBURBAN,Parked,Not Entered,East,Gas,2005,NY,2,6,FORD,VEHICLE,Other*,HUMAN,Not Applicable,Not Applicable,1FMZU73E65UA22043
2016,13365284,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2000,NY,1,6,CHEVR,ENVMT,Pavement Slippery,HUMAN,Not Applicable,Not Applicable,1GNDT13W8Y2271460
2016,13365285,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2013,NY,1,6,CADIL,ENVMT,Pavement Slippery,HUMAN,Not Applicable,Not Applicable,1G6DH5E51D0175202
2016,13365332,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2001,NY,1,6,NISSA,HUMAN,Driver Inattention/Distraction*,HUMAN,Not Applicable,"Fence, Collision With Fixed Object",JN1CA31AX1T312574
2016,13365340,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2013,NY,1,6,KIA,ENVMT,Animal's Action,HUMAN,Not Applicable,Not Applicable,5XYKTDA20DG314920
2016,13365341,SUBURBAN,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,South,Gas,2000,NY,1,6,JEEP,HUMAN,Alcohol Involvement,HUMAN,Unsafe Speed,Not Applicable,1J4GW48S9YC409497
2016,13365342,PICKUP TRUCK,COMMERCIAL,Parked,Not Entered,North,Gas,2001,NY,0,10,DODGE,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1B7KF23W31J546404
2016,13365343,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2003,NY,2,6,DODGE,ENVMT,Pavement Slippery,HUMAN,Not Applicable,"Other Fixed Object*, Collision With Fixed Object",1D7GG16X03S306652
2016,13365344,SUBURBAN,PASSENGER OR SUBURBAN,Merging,Not Entered,South,Gas,2000,NY,1,6,ME/BE,HUMAN,Failure to Yield Right-of-Way,ENVMT,View Obstructed/Limited,Not Entered,4JGAB54E2YA208402
2016,13365346,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,1998,NY,1,4,HONDA,HUMAN,Reaction to Other Uninvolved Vehicle,HUMAN,Not Applicable,Not Applicable,2HGEJ8542WH602756
2016,13365352,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2013,NY,1,4,CHEVR,ENVMT,Pavement Slippery,HUMAN,Not Applicable,Not Applicable,1G11H5SA9DU122119
2016,13365355,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,1997,NY,2,8,LINCO,HUMAN,Alcohol Involvement,ENVMT,Pavement Slippery,,1LNLM81WXVY691562
2016,13365365,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2002,NY,4,4,HONDA,HUMAN,Following Too Closely,HUMAN,Not Applicable,Not Applicable,2HGES16532H569613
2016,13365382,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2011,NY,1,4,NISSA,HUMAN,Unsafe Speed,HUMAN,Failure to Keep Right,"Curbing, Collision With Fixed Object",3N1BC1AP2BL459671
2016,13365383,SUBURBAN,PASSENGER OR SUBURBAN,Parked,Not Entered,North,Gas,2008,NY,0,4,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1FMCU03Z08KA78303
2016,13365384,SUBURBAN,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,West,Gas,2003,NY,1,6,GMC,ENVMT,Pavement Slippery,HUMAN,Unsafe Speed,Not Applicable,1GKDT13S432365483
2016,13365385,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,South,Gas,2013,NY,2,4,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,4T1BD1EB7DU002397
2016,13365389,VAN TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2003,NY,1,6,CHRYS,ENVMT,Pavement Slippery,HUMAN,Not Applicable,Not Applicable,2C4GP44L93R205011
2016,13365390,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,Northwest,Gas,2011,NY,1,4,TOYOT,ENVMT,Pavement Slippery,HUMAN,Unsafe Speed,Not Applicable,2T1BU4EE5BC721013
2016,13365391,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2014,NY,1,4,TOYOT,ENVMT,Pavement Slippery,HUMAN,Not Applicable,Not Applicable,2T3DFREV5EW209133
2016,13365392,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2013,NY,2,4,NISSA,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,1N4AL3AP1DC128721
2016,13365393,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2010,NY,2,6,FORD,HUMAN,Reaction to Other Uninvolved Vehicle,ENVMT,Pavement Slippery,Not Applicable,2FMHK6DT2ABA54058
2016,13365398,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,1997,NY,2,4,MAZDA,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,1YVGE22C5V5596875
