Year,Case Vehicle ID,Vehicle Body Type,Registration Class,Action Prior to Accident,Type / Axles of Truck or Bus,Direction of Travel,Fuel Type,Vehicle Year,State of Registration,Number of Occupants,Engine Cylinders,Vehicle Make,Contributing Factor 1,Contributing Factor 1 Description,Contributing Factor 2,Contributing Factor 2 Description,Event Type,Partial VIN
2016,13369477,SUBURBAN,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,Northwest,Gas,2015,NY,2,8,LA/RO,HUMAN,Turning Improperly,HUMAN,Not Applicable,Not Applicable,SALGS2TF9FA227140
2016,13369483,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,West,Gas,2013,NY,2,4,TOYOT,ENVMT,Glare,HUMAN,Not Applicable,Not Entered,JTDKN3DU3D5579454
2016,13369496,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2013,NY,1,4,CHEVR,ENVMT,Animal's Action,HUMAN,Not Applicable,,1G1PC5SB3D7210048
2016,13369500,SUBURBAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,North,Gas,2016,NY,1,4,SUBAR,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Entered,JF2SJAXC4GH430204
2016,13369501,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2011,NY,1,8,GMC,HUMAN,Driver Inattention/Distraction*,HUMAN,Unknown,Not Entered,1GTR2VE38BZ388160
2016,13369508,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2006,NY,1,4,NISSA,VEHICLE,Brakes Defective,HUMAN,Not Applicable,,1N4AL11E36N311483
2016,13369509,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,South,Gas,2012,NY,1,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,,19XFB2F8XCE324209
2016,13369514,SUBURBAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,East,Gas,2006,NY,1,6,CHEVR,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1GNDT13S862115753
2016,13369515,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2009,NY,1,4,TOYOT,HUMAN,Passing or Lane Usage Improper,HUMAN,Not Applicable,Not Applicable,2T1KU40E39C004207
2016,13369517,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2004,NY,2,6,FORD,ENVMT,Animal's Action,HUMAN,Not Applicable,Not Applicable,1FMZU73E04UC19983
2016,13369518,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2009,NY,2,4,SUZUK,HUMAN,Driver Inattention/Distraction*,HUMAN,Not Applicable,Not Applicable,JS3TD044594100133
2016,13369519,4 DOOR SEDAN,SPECIAL PASSENGER,Going Straight Ahead,Not Entered,South,Gas,2005,NY,1,4,TOYOT,ENVMT,Animal's Action,HUMAN,Not Applicable,,2T1BR32E55C463337
2016,13369521,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,Northwest,Gas,2011,NY,1,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,"Other Motor Vehicle, Collision With",JHMZF1D49BS013053
2016,13369522,SUBURBAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,Northwest,Gas,2013,NY,1,4,GMC,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,2GKFLVEK9D6301022
2016,13369524,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2010,NY,1,4,CHEVR,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Entered,1G1ZD5EB4AF241893
2016,13369525,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2014,NY,1,4,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Entered,3FA6P0H71ER278040
2016,13369526,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,West,Gas,2001,NY,1,8,CHEVR,VEHICLE,Other*,HUMAN,Not Applicable,Not Applicable,1GNEK13T41J303538
2016,13369527,SUBURBAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,West,Gas,2014,NY,2,6,JEEP,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1C4RJFAG5EC414965
2016,13369529,CONVERTIBLE,SPECIAL PASSENGER,Going Straight Ahead,Not Entered,South,Gas,2014,NY,1,6,FORD,HUMAN,Following Too Closely,HUMAN,Driver Inattention/Distraction*,Not Applicable,1ZVBP8EM1E5238512
2016,13369530,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,South,Gas,2005,NY,2,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1HGCM56495A092334
2016,13369531,PICKUP TRUCK,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,Southeast,Gas,2000,NY,1,4,CHEVR,HUMAN,Driver Inattention/Distraction*,HUMAN,Failure to Yield Right-of-Way,Not Applicable,1GCCS1457YK208346
2016,13369535,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Parked,Not Entered,East,Gas,2009,NY,1,4,NISSA,HUMAN,Driver Inattention/Distraction*,HUMAN,Not Applicable,Not Entered,1N4AL21E79N478441
2016,13369536,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2007,NY,1,4,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Entered,JTNBE46K773102958
2016,13369537,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2015,NY,1,6,LEXUS,HUMAN,Driver Inattention/Distraction*,HUMAN,Driver Inattention/Distraction*,Not Applicable,2T2BK1BA9FC323035
2016,13369538,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2011,NY,3,8,JEEP,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1J4RR5GT6BC510438
2016,13369578,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2006,NY,1,4,HYUND,HUMAN,Unsafe Speed,HUMAN,Not Applicable,Not Applicable,KMHDN46D56U298563
2016,13369580,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,Southeast,Gas,2010,NY,1,4,TOYOT,HUMAN,Following Too Closely,HUMAN,Not Applicable,Not Applicable,JTMBF4DV5AD028665
2016,13369583,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2005,NY,2,6,PONTI,HUMAN,Not Applicable,HUMAN,Not Applicable,"Other Object (Not Fixed)*, Collision With",2G2WP522451278658
2016,13369584,SUBURBAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,South,Gas,2014,NY,1,4,SUBAR,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,JF1GPAH61E8299229
2016,13369585,SUBURBAN,PASSENGER OR SUBURBAN,Backing,Not Entered,West,Gas,2015,NY,1,6,CHRYS,HUMAN,Backing Unsafely,HUMAN,Not Applicable,Not Applicable,2C4RC1BG5FR618038
2016,13369590,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2014,NY,1,4,SUBAR,ENVMT,Animal's Action,HUMAN,Not Applicable,,JF1GV7E68EG002959
2016,13369591,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2007,NY,1,4,DODGE,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,,1B3HB48B47D412467
2016,13369596,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Entering Parked Position,Not Entered,South,Gas,2012,NY,1,4,BUICK,HUMAN,Driver Inattention/Distraction*,HUMAN,Not Applicable,Not Applicable,1G4PR5SK4C4215986
2016,13369599,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2003,NY,1,4,FORD,ENVMT,Pavement Slippery,VEHICLE,Tire Failure/Inadequate,Not Applicable,1FAFP34323W155197
2016,13369603,PICKUP TRUCK,COMMERCIAL,Going Straight Ahead,Not Entered,Southwest,Gas,2004,NY,1,6,CHEVR,HUMAN,Following Too Closely,HUMAN,Not Applicable,Not Applicable,1GCDT13XX4K138212
2016,13369604,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,Southwest,Gas,2012,NY,1,6,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5TDKK3DC6CS267749
2016,13369605,VAN TRUCK,COMMERCIAL,Making Right Turn,Not Entered,Southwest,Gas,2008,NY,2,8,GMC,ENVMT,View Obstructed/Limited,HUMAN,Not Applicable,Not Applicable,1GDHG31K981197686
2016,13369606,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Entering Parked Position,Not Entered,Southwest,Gas,2001,NY,1,4,TOYOT,HUMAN,Passing or Lane Usage Improper,HUMAN,Traffic Control Device Disregarded,Not Applicable,4T1BG22K51U083669
2016,13369612,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2004,NY,1,6,FORD,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,1FMCU92144DA16756
2016,13369616,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,Southwest,Gas,2009,NY,1,4,FORD,HUMAN,Driver Inattention/Distraction*,HUMAN,Not Applicable,Not Applicable,3FAHP07Z19R118015
2016,13369617,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,Southeast,Gas,2009,NY,1,4,SUBAR,HUMAN,Driver Inattention/Distraction*,HUMAN,Not Applicable,Not Applicable,4S4BP61C197343013
2016,13369622,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Backing,Not Entered,Southeast,Gas,2013,NY,1,4,HONDA,HUMAN,Driver Inattention/Distraction*,HUMAN,Backing Unsafely,Not Applicable,1HGCR2F36DA067672
2016,13369623,PICKUP TRUCK,PASSENGER OR SUBURBAN,Backing,Not Entered,South,Gas,2002,NY,1,8,DODGE,HUMAN,Alcohol Involvement,HUMAN,Passing or Lane Usage Improper,"Other Motor Vehicle, Collision With",1D7HU18Z02J184908
2016,13369627,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,North,Gas,2015,NY,1,4,CHEVR,HUMAN,Failure to Yield Right-of-Way,HUMAN,Not Applicable,Not Applicable,1G1JC5SG3F4113132
2016,13369629,SUBURBAN,PASSENGER OR SUBURBAN,Backing,Not Entered,Northwest,Gas,2007,NY,1,6,NISSA,HUMAN,Backing Unsafely,HUMAN,Not Applicable,Not Applicable,JN8AZ08W57W656967
2016,13369630,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Parked,Not Entered,West,Diesel,2012,NY,1,4,VOLKS,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1VWCN7A36CC081781
2016,13369639,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2004,NY,1,6,JEEP,HUMAN,Reaction to Other Uninvolved Vehicle,HUMAN,Not Applicable,Not Applicable,1J4GW48S64C225726
2016,13369644,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2005,NY,1,5,VOLKS,HUMAN,Driver Inattention/Distraction*,VEHICLE,Other*,Not Applicable,3VWDG71K25M600980
2016,13369645,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,East,Gas,2013,NY,3,4,NISSA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,3N1CN7AP0DL869325
2016,13369647,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,1999,NY,1,4,CHEVR,HUMAN,Driver Inattention/Distraction*,HUMAN,Following Too Closely,Not Applicable,1Y1SK5287XZ430628
2016,13369648,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2009,NY,1,4,TOYOT,HUMAN,Following Too Closely,ENVMT,Glare,Not Applicable,2T1BU40E49C119558
2016,13369649,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,West,Gas,1999,NY,1,6,SAAB,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,YS3EF48Z8X3076503
2016,13369662,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,1994,NY,1,8,FORD,HUMAN,Driver Inattention/Distraction*,HUMAN,Unsafe Speed,"Other Motor Vehicle, Collision With",1FTHX26G6RKB26945
2016,13369663,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,East,Gas,2010,NY,1,6,ME/BE,HUMAN,Not Applicable,HUMAN,Not Applicable,"Other Motor Vehicle, Collision With",WDDHF8HB3AA064461
2016,13369664,SUBURBAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,East,Gas,2006,NY,1,8,LINCO,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5LMFU28526LJ15581
2016,13369666,PICKUP TRUCK,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,East,Gas,2000,NY,1,8,DODGE,HUMAN,Failure to Yield Right-of-Way,HUMAN,Not Applicable,Not Applicable,1B7GG22N5YS658704
2016,13369667,PICKUP TRUCK,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,East,Gas,2009,NY,1,8,TOYOT,HUMAN,Turning Improperly,HUMAN,Not Applicable,Not Applicable,5TFBV54189X090660
2016,13369686,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2012,NY,1,4,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,2T1BU4EEXCC845487
2016,13369687,SUBURBAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,South,Gas,2015,NY,1,6,TOYOT,HUMAN,Failure to Yield Right-of-Way,HUMAN,Traffic Control Device Disregarded,Not Applicable,5TDYK3DC1FS545844
2016,13369692,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2013,NY,1,6,ME/BE,ENVMT,Pavement Slippery,HUMAN,Unsafe Speed,Not Applicable,WDDKJ8JB2DF208619
2016,13369693,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,West,Gas,2015,NY,1,4,MAZDA,ENVMT,Pavement Slippery,HUMAN,Not Applicable,Not Applicable,JM3KE4DY2F0531282
2016,13369694,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2008,NY,1,4,HYUND,ENVMT,Animal's Action,HUMAN,Not Applicable,Not Applicable,KMHDU46D08U345522
2016,13369698,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,1997,NY,1,4,NISSA,ENVMT,Animal's Action,HUMAN,Not Applicable,Not Applicable,1N4AB41D2VC735288
2016,13369701,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,East,Gas,2005,NY,2,4,NISSA,HUMAN,Following Too Closely,HUMAN,Not Applicable,Not Applicable,1N4AL11D15C212906
2016,13369702,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,East,Gas,2006,NY,2,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,JHMFA16546S001230
2016,13369713,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2009,NY,2,6,CHEVR,ENVMT,Animal's Action,HUMAN,Not Applicable,Not Applicable,1GNEV13D69S179536
2016,13369724,SUBURBAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,West,Gas,2015,NY,1,6,KIA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5XYKTDA70FG557741
2016,13369736,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2008,NY,1,6,MITSU,ENVMT,Pavement Slippery,HUMAN,Driver Inattention/Distraction*,Not Applicable,4A3AK34T98E030436
2016,13369755,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,Southwest,Gas,1999,NY,1,4,SUBAR,ENVMT,Pavement Slippery,HUMAN,Not Applicable,Not Applicable,4S3BK4256X7313719
2016,13369790,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2010,NY,1,4,NISSA,ENVMT,Glare,HUMAN,Following Too Closely,,1N4AL2AP7AN436891
2016,13369791,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,North,Gas,1998,NY,2,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,,2HGEJ6675WH628572
2016,13369802,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2002,NY,1,4,HYUND,HUMAN,Drugs (Illegal),HUMAN,Driver Inattention/Distraction*,"Guide Rail - Not At End, Collision With Fixed Object",KMHCG45C72U290022
2016,13369807,PICKUP TRUCK,AGRICULTURAL TRUCK,Going Straight Ahead,Not Entered,North,Gas,2006,NY,1,8,CHEVR,HUMAN,Failure to Yield Right-of-Way,HUMAN,Traffic Control Device Disregarded,Not Applicable,1GCHK23U16F165908
2016,13369808,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,1999,NY,4,6,NISSA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,4N2XN11T3XD810320
2016,13369814,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Not Applicable,Not Entered,West,Gas,2015,NY,1,4,KIA,HUMAN,Not Applicable,HUMAN,Not Applicable,,KNAGM4A70F5539930
2016,13369815,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Backing,Not Entered,North,Gas,2004,NY,1,6,FORD,HUMAN,Backing Unsafely,HUMAN,Not Applicable,Not Applicable,1FAFP53U54G177244
2016,13369817,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,1999,NY,2,4,TOYOT,HUMAN,Traffic Control Device Disregarded,HUMAN,Not Applicable,Not Applicable,4T1BG22K2XU433218
2016,13369818,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2007,NY,1,4,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,JTMBD33V976042700
2016,13369821,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Other,Not Entered,Northeast,Gas,2015,NY,1,4,NISSA,HUMAN,Fell Asleep,HUMAN,Not Applicable,Not Applicable,3N1AB7AP1FY226987
2016,13369826,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2008,NY,1,4,CHRYS,ENVMT,Animal's Action,HUMAN,Not Applicable,Not Applicable,3A8FY48B38T100925
2016,13369829,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2009,NY,2,6,CHRYS,HUMAN,Driver Inattention/Distraction*,HUMAN,Not Applicable,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",2C3KA43D49H556949
2016,13369830,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2002,NY,1,8,CHEVR,ENVMT,Pavement Slippery,HUMAN,Unsafe Speed,Not Applicable,2GCEK19T421241442
2016,13369831,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Merging,Not Entered,South,Gas,2014,NY,1,4,ME/BE,HUMAN,Passing or Lane Usage Improper,HUMAN,Not Applicable,Not Applicable,WDDSJ4EB0EN055099
2016,13369832,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2008,NY,1,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1HGFA16568L006252
2016,13369839,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Changing Lanes,Not Entered,North,Gas,2004,NY,1,4,HONDA,HUMAN,Unsafe Speed,HUMAN,Unsafe Lane Changing,"Median - Not At End, Collision With Fixed Object",2HGES16554H542755
2016,13369840,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2015,NY,4,6,LEXUS,HUMAN,Reaction to Other Uninvolved Vehicle,HUMAN,Not Applicable,Not Applicable,JTHBK1GG7F2183677
2016,13369843,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,1993,NY,1,4,HONDA,VEHICLE,Tire Failure/Inadequate,HUMAN,Unknown,"Guide Rail - Not At End, Collision With Fixed Object",1HGEJ1157PL035664
2016,13369844,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,1999,NY,1,4,HONDA,HUMAN,Unknown,HUMAN,Unknown,"Guide Rail - Not At End, Collision With Fixed Object",1HGEJ8241XL007387
2016,13369845,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,North,Gas,2003,NY,1,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Entered,1HGCM56113A119190
2016,13369846,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2006,NY,4,6,TOYOT,HUMAN,Unsafe Speed,HUMAN,Following Too Closely,Not Entered,5TDBA22C86S064673
2016,13369848,SUBURBAN,PASSENGER OR SUBURBAN,Changing Lanes,Not Entered,South,Gas,2008,NY,1,6,JEEP,HUMAN,Passing or Lane Usage Improper,HUMAN,Not Applicable,Not Applicable,1J8GR48K78C228372
2016,13369849,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2004,NY,4,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,"Guide Rail - Not At End, Collision With Fixed Object",1HGCM56154A096224
2016,13369854,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2016,NY,5,6,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5FNYF6H51GB014487
2016,13369856,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2013,NY,1,4,BMW,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5UXWX9C52D0A11624
2016,13369858,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,South,Gas,2013,NY,2,6,ME/BE,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,WDDHH8JB9DA750657
2016,13369859,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,South,Gas,2000,NY,3,8,DODGE,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1B4HS28N3YF141028
2016,13369860,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,East,Gas,2011,NY,2,6,BMW,HUMAN,Driver Inexperience*,HUMAN,Not Applicable,"Other Motor Vehicle, Collision With",WBAPK7C59BA820306
2016,13369861,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,1998,NY,1,4,TOYOT,HUMAN,Following Too Closely,HUMAN,Not Applicable,Not Applicable,4T1BG22K8WU288815
2016,13369862,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,South,Gas,2004,NY,1,6,FORD,HUMAN,Reaction to Other Uninvolved Vehicle,VEHICLE,Other*,"Other Motor Vehicle, Collision With",2FMZA51614BA99285
2016,13369863,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,South,Diesel,2013,NY,3,6,ME/BE,HUMAN,Reaction to Other Uninvolved Vehicle,HUMAN,Not Applicable,Not Applicable,4JGDF2EEXDA189896
2016,13369866,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2002,NY,1,6,HONDA,VEHICLE,Steering Failure,HUMAN,Not Applicable,Not Applicable,2HKRL18752H532064
2016,13369877,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Backing,Not Entered,Northeast,Gas,2011,NY,1,6,CADIL,HUMAN,Backing Unsafely,HUMAN,Not Applicable,Not Applicable,1G6DC5EY1B0116396
2016,13369878,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Backing,Not Entered,Southwest,Gas,2007,NY,1,8,FORD,HUMAN,Backing Unsafely,HUMAN,Not Applicable,Not Applicable,2FAFP71WX7X121914
2016,13369907,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2008,NY,3,6,HYUND,ENVMT,Animal's Action,HUMAN,Not Applicable,Not Applicable,5NPET46F38H306804
2016,13369908,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2013,NY,1,4,HONDA,ENVMT,Animal's Action,HUMAN,Not Applicable,Not Applicable,19XFB2F80DE254169
2016,13369911,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2008,NY,2,6,FORD,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,"Guide Rail - Not At End, Collision With Fixed Object",2FMDK49C48BB44835
2016,13369912,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2012,NY,2,6,CHRYS,HUMAN,Failure to Yield Right-of-Way,HUMAN,Not Applicable,Not Applicable,2C3CCAHG9CH147465
2016,13369913,SUBURBAN,ORGANIZATIONAL,Going Straight Ahead,Not Entered,East,Gas,2011,NY,1,4,KIA,VEHICLE,Other*,HUMAN,Not Applicable,Not Applicable,5XYKTCA12BG122302
2016,13369915,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,1997,NY,2,8,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1FTEX18L5VNB88045
2016,13369916,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2015,NY,1,4,HONDA,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,19XFB2F50FE221522
2016,13369922,SUBURBAN,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,East,Gas,2014,NY,1,4,SUBAR,HUMAN,Failure to Yield Right-of-Way,HUMAN,Not Applicable,Not Applicable,JF2GPACC5EG294890
2016,13369925,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,Northeast,Gas,2006,NY,3,4,TOYOT,HUMAN,Driver Inattention/Distraction*,HUMAN,Failure to Yield Right-of-Way,Not Applicable,JTKKT624860168800
2016,13369927,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2002,NY,1,4,VOLKS,HUMAN,Passing or Lane Usage Improper,HUMAN,Not Applicable,Not Applicable,3VWRK69M82M093132
2016,13369936,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2014,NY,1,4,HONDA,ENVMT,Animal's Action,HUMAN,Not Applicable,Not Applicable,1HGCR2F81EA062313
2016,13369937,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,1997,NY,4,8,CHEVR,HUMAN,Following Too Closely,HUMAN,Not Applicable,Not Applicable,1GNEK13R8VJ359458
